text,label,language,confidence_score
Emergency! Help! small fire at the shopping mall!,Fire Force,,
Need ambulance at construction site - stroke,Medical/Hospital,amharic,
There is suspicious person happening at Summit.,Police,,
Medical emergency at Bus Terminal: fainting,Medical/Hospital,afaan_oromo,
Emergency! Need police at the High School - stabbing.,Police,,
Police emergency! riot at an Apartment building.,Police,,
Quick question: good morning please,Other,,
Medical emergency! car accident with injuries at the Bus Terminal.,Medical/Hospital,,
Police emergency! car theft at Main Road,Police,,0.85
Person with collapsed at shopping mall,Medical/Hospital,afaan_oromo,
Just system test please,Other,,
Emergency! Officer required at Piazza: shooting.,Police,,
"Emergency! Please send the fire force to the Office, there is something burning.",Fire Force,,
Emergency! something burning at the Office,Fire Force,afaan_oromo,
Send police to Mexico Square - riot in progress,Police,afaan_oromo,
Officer required at Kebele 04: break-in,Police,,0.93
Emergency! I see something burning at the Main Road.,Fire Force,,
Reporting burglary at CMC Condominium,Police,afaan_oromo,
Hello system test?,Other,,
Need firefighters at Bus Terminal for thick smoke,Fire Force,,0.87
Reporting vandalism at Bus Terminal,Police,,0.89
Send fire truck to Piazza: inferno,Fire Force,amharic,
Need ambulance at Main Road - woman in labor,Medical/Hospital,,0.7
Reporting thief at Mexico Square,Police,amharic,
Emergency! Someone has poisoning at the Bus Terminal.,Medical/Hospital,,
Car accident with fire at Main Road,Fire Force,,0.68
URGENT: massive blaze reported at Sarbet.,Fire Force,,
Medical emergency! woman in labor at my Home.,Medical/Hospital,,
Emergency! burning smell at CMC Condominium,Fire Force,afaan_oromo,
Send police immediately to the main Factory - drug dealing in progress.,Police,,
Someone has allergic reaction at the Central Bank.,Medical/Hospital,,
Police emergency! robbery at Mexico Square.,Police,,
ፖሊስ ይደውሉልኝ በFire Station,Police,amharic,
Emergency! Reporting thick smoke at Bole Road.,Fire Force,,
Officer required at Central Bank: car theft,Police,,0.91
Send fire truck to Adama Market: fire,Fire Force,,0.95
Need firefighters at the Stadium for something burning.,Fire Force,,
Emergency medical assistance needed at a back alley for heart attack.,Medical/Hospital,,
Fire emergency at Bus Terminal - transformer fire,Fire Force,afaan_oromo,
Send fire truck to Train Station: electrical sparks,Fire Force,afaan_oromo,
URGENT police response needed: thief at Kazanchis.,Police,,
Hi app feedback,Other,,
Emergency! Reporting burglary at Piazza.,Police,,
URGENT: seizure at the Train Station.,Medical/Hospital,,
Hi This is is anyone there,Other,,
Witnessed vandalism at Kazanchis.,Police,,
Emergency! There is assault happening at Bole Road.,Police,,
"Hi, hi there?",Other,,
Emergency! Witnessed group with weapons at the shopping mall.,Police,,
Send fire truck to shopping mall: kitchen fire,Fire Force,amharic,
"Emergency! Please send the fire force to a back alley, there is flames spreading.",Fire Force,,
Someone has seizure at the Office.,Medical/Hospital,,
URGENT: head injury at Kebele 02.,Medical/Hospital,,
Send fire truck to University campus: explosion,Fire Force,,0.9
Person with choking at Adama General Hospital,Medical/Hospital,amharic,
Emergency! kitchen fire at the Stadium.,Fire Force,,
Witnessed harassment at Kebele 02.,Police,,
Medical emergency! unconscious person at the Gas Station.,Medical/Hospital,,
Medical emergency! heart attack at the main Factory.,Medical/Hospital,,
Reporting something burning at Main Road,Fire Force,,0.73
Fire emergency at Kebele 04 - electrical sparks,Fire Force,afaan_oromo,
Send police to the Office - robbery in progress,Police,amharic,
Person with bleeding at Gas Station,Medical/Hospital,amharic,
Need ambulance at Train Station - fainting,Medical/Hospital,amharic,
Medical emergency! stroke at Piazza.,Medical/Hospital,,
Emergency! Officer required at Adama Market: kidnapping attempt.,Police,,
Emergency! Help! electrical sparks at Adama Market!,Fire Force,,
Emergency! Need an ambulance at the Park - woman in labor.,Medical/Hospital,,
URGENT police response needed: group with weapons at the Gas Station.,Police,,
Emergency! animal bite at Kebele 04,Medical/Hospital,,0.88
Emergency! poisoning at the Office,Medical/Hospital,,0.93
Someone has person not breathing at the Main Road.,Medical/Hospital,,
Emergency! thick smoke at Bus Terminal,Fire Force,afaan_oromo,
Emergency! transformer fire at University campus,Fire Force,,0.89
"Hello Hello, thank you",Other,,
Reporting mugging at Train Station,Police,amharic,
Hey is anyone there please,Other,,
Need an ambulance at Summit - stroke.,Medical/Hospital,,
Emergency! head injury at Atlas area,Medical/Hospital,,0.94
URGENT: explosion reported at the Bus Terminal.,Fire Force,,
Fire emergency at Atlas area - burning smell,Fire Force,,0.9
Emergency! Please send police to the Gas Station for suspicious person.,Police,,
Police emergency! stolen goods at Fire Station,Police,afaan_oromo,
Emergency! There is kitchen fire happening at the shopping mall.,Fire Force,,
Emergency! Send fire truck to Sarbet - huge flames.,Fire Force,,
Please send paramedics to Kazanchis: woman in labor,Medical/Hospital,afaan_oromo,
Emergency! Reporting small fire at the shopping mall.,Fire Force,,
Domestic violence with injuries at High School,Police,,0.58
Need police at Main Road for robbery,Police,amharic,
Quick question: app feedback,Other,,
Emergency! Need an ambulance at the Bus Terminal - car accident with injuries.,Medical/Hospital,,
Please send police to Gerji for vandalism.,Police,,
I see brush fire at Atlas area.,Fire Force,,
Emergency! Send fire truck to CMC Condominium - kitchen fire.,Fire Force,,
Emergency! There is armed suspect happening at Gerji.,Police,,
Need ambulance at Bus Terminal - fainting,Medical/Hospital,amharic,
Emergency! Please send police to the Stadium for stabbing.,Police,,
Police emergency! domestic dispute at Bole Road.,Police,,
URGENT: stroke at the Gas Station.,Medical/Hospital,,
Fire emergency at Fire Station - brush fire,Fire Force,amharic,
Poolisiin na biliisa an Apartment building,Police,afaan_oromo,
Emergency medical assistance needed at the Bus Terminal for broken leg.,Medical/Hospital,,
Emergency! Need an ambulance at Adama Market - broken leg.,Medical/Hospital,,
Emergency! kitchen fire at High School,Fire Force,,0.71
Medical emergency at High School: car accident with injuries,Medical/Hospital,,0.78
Need police at Train Station for armed suspect,Police,afaan_oromo,
Officer required at an Apartment building: assault,Police,,0.8
Emergency! Someone has animal bite at the Main Road.,Medical/Hospital,,
Medical emergency at Summit: broken leg,Medical/Hospital,,0.77
Emergency! Help! smoke coming from the roof at the Hospital gate!,Fire Force,,
Emergency! I see fire on the balcony at a back alley.,Fire Force,,
"Hello good morning, thanks please",Other,,
Fire emergency at Main Road - transformer fire,Fire Force,,0.7
እርዳታ ያስፈልገኛል በAdama General Hospital,Medical/Hospital,amharic,
Person with burn victim at Atlas area,Medical/Hospital,,0.74
Person with woman in labor at University campus,Medical/Hospital,amharic,
URGENT: breathing difficulty at the Central Bank.,Medical/Hospital,,
Emergency! bleeding at Gas Station,Medical/Hospital,,0.71
URGENT: inferno reported at the shopping mall.,Fire Force,,
ሰረቁኝ በan Apartment building,Medical/Hospital,amharic,
"Gas leak, people unconscious at Fire Station",Fire Force,,0.57
Please send paramedics to CMC Condominium: heart attack.,Medical/Hospital,,
Fire emergency at Piazza - something burning,Fire Force,,0.92
Fire emergency at shopping mall - inferno,Fire Force,,0.83
Police emergency! car theft at an Apartment building,Police,afaan_oromo,
አደጋ ደረሰ በSarbet,Medical/Hospital,amharic,
Send police to Kebele 04 - thief in progress,Police,amharic,
Emergency! Need firefighters at the Bus Terminal for warehouse fire.,Fire Force,,
Emergency! electrical sparks at Fire Station,Fire Force,,0.96
Please send paramedics to Adama Market: head injury,Medical/Hospital,afaan_oromo,
Reporting violent fight at Train Station,Police,,0.69
Just app feedback,Other,,
Help! fire on the balcony at the High School!,Fire Force,,
Emergency! There is brush fire happening at the Train Station.,Fire Force,,
"Hey Hello, wrong number?",Other,,
There is thick smoke happening at the University campus.,Fire Force,,
Officer required at Central Bank: mugging,Police,,0.92
Emergency! Please send police to the Office for stolen goods.,Police,,
Reporting explosion at Piazza,Fire Force,afaan_oromo,
Emergency! Officer required at the construction site: burglary.,Police,,
Emergency! Help! flames spreading at the Park!,Fire Force,,
ሰረቁኝ በTrain Station,Medical/Hospital,amharic,
Emergency! Reporting brush fire at Adama Market.,Fire Force,,
Please send police to Sarbet for armed suspect.,Police,,
Reporting massive blaze at Train Station,Fire Force,afaan_oromo,
Emergency! something burning at Gerji.,Fire Force,,
Emergency! overdose at the Office,Medical/Hospital,,0.88
Emergency! I see brush fire at Atlas area.,Fire Force,,
Emergency! There is a person with burn victim at Kebele 04.,Medical/Hospital,,
Emergency! Need police at an Apartment building - kidnapping attempt.,Police,,
This is wrong number please,Other,,
Send fire truck to the Gas Station - flames spreading.,Fire Force,,
Police emergency! suspicious person at High School,Police,amharic,
Need police at Adama Market for stolen goods,Police,afaan_oromo,
Emergency medical assistance needed at CMC Condominium for car accident with injuries.,Medical/Hospital,,
Send police to Mexico Square - vandalism in progress,Police,amharic,
"Hi No emergency, just just checking?",Other,,
Send police to the Office - harassment in progress,Police,afaan_oromo,
Send fire truck to Kebele 02: burning smell,Fire Force,amharic,
Emergency! Officer required at Adama Market: thief.,Police,,
Need police at Gas Station for stabbing,Police,afaan_oromo,
URGENT: gas leak reported at the main Factory.,Fire Force,,
Need ambulance at Central Bank - allergic reaction,Medical/Hospital,amharic,
Medical emergency at CMC Condominium: woman in labor,Medical/Hospital,afaan_oromo,
Emergency! Reporting stroke at an Apartment building.,Medical/Hospital,,
Police emergency! harassment at Summit.,Police,,
Police emergency! armed suspect at Gerji,Police,,0.74
"App feedback, thanks",Other,,
Emergency! Reporting massive blaze at the Stadium.,Fire Force,,
Need firefighters at the Office for huge flames,Fire Force,amharic,
Police emergency! kidnapping attempt at Central Bank,Police,amharic,
"Fire in apartment, someone trapped at Main Road",Fire Force,,0.64
Need police at Main Road for shooting,Police,amharic,
"No emergency, just weather report",Other,,
Hafuura baafachuu dadhabe Kazanchis,Medical/Hospital,afaan_oromo,
Police emergency! thief at Mexico Square,Police,amharic,
Emergency! There is small fire happening at the main Factory.,Fire Force,,
Emergency! unconscious at University campus,Medical/Hospital,afaan_oromo,
Please send police to Kazanchis for stolen goods.,Police,,
Emergency! thick smoke at the Main Road.,Fire Force,,
Medical emergency at Bole Road: woman in labor.,Medical/Hospital,,
"No emergency, just wrong number?",Other,,
Need firefighters at High School for fire,Fire Force,afaan_oromo,
Emergency! Need an ambulance at the Central Bank - woman in labor.,Medical/Hospital,,
Reporting mugging at Adama General Hospital,Police,,0.87
Witnessed burglary at the Train Station.,Police,,
Send fire truck to the Gas Station - massive blaze.,Fire Force,,
Emergency! fire in the basement at Mexico Square,Fire Force,afaan_oromo,
"Hello Hi, app feedback thanks",Other,,
Emergency medical assistance needed at the local Pharmacy for animal bite.,Medical/Hospital,,
Please send paramedics to Atlas area: choking,Medical/Hospital,amharic,
Emergency! Need firefighters at the Office for explosion.,Fire Force,,
Reporting transformer fire at Train Station,Fire Force,amharic,
Person with stroke at High School,Medical/Hospital,amharic,
Emergency! Someone has person who fell at Kebele 04.,Medical/Hospital,,
Emergency! brush fire at Adama Police Station,Fire Force,afaan_oromo,
"Hey Hello, wrong number",Other,,
Emergency! Need police at a back alley - thief.,Police,,
"No emergency, just just checking",Other,,
Need ambulance at University campus - seizure,Medical/Hospital,,0.98
There is a person with heavy bleeding at Piazza.,Medical/Hospital,,
Emergency! fainting at shopping mall,Medical/Hospital,afaan_oromo,
"Hello No emergency, just system test thanks",Other,,
URGENT: seizure at a back alley.,Medical/Hospital,,
Person with allergic reaction at Gerji,Medical/Hospital,,0.94
Emergency! Reporting car accident with injuries at the Office.,Medical/Hospital,,
እሳት ወጥቷል በconstruction site,Police,amharic,
