text,label
"stolen vehicle at Kebele 04, immediate police response needed",Police
Person suffering from collapsed person at a dormitory,Medical/Hospital
Call firefighters: forest fire at CMC Condominium,Fire Force
Police assistance required for mugging at the Fire Station,Police
"identity theft in progress at the Bridge, police needed",Police
Checking: how to use this,Other
"Witnessed missing person at the shopping mall, send police",Police
Emergency medical assistance needed for severe bleeding at Sarbet,Medical/Hospital
Crime alert: missing person at Piazza,Police
Emergency medical assistance needed for asthma attack at the Fire Station,Medical/Hospital
"Active riot at a compound, need backup",Police
Emergency: hazmat incident occurring at the Stadium,Fire Force
Emergency response needed for transformer fire at Kebele 04,Fire Force
Call police: mugging happening at the Church right now,Police
Help! pickpocketing at Mexico Square,Police
"Report of pickpocketing at a residential building, police dispatched",Police
Structure fire: forest fire at the Police Station,Fire Force
"Person experiencing panic attack at Mexico Square, need ambulance",Medical/Hospital
Emergency! burn victim at Piazza,Medical/Hospital
Emergency: shooting occurring at the Park,Police
"choking incident reported at Central Bank, send medical help",Medical/Hospital
Help! brush fire at Main Road,Fire Force
Help! seizure occurring at the Bridge,Medical/Hospital
"Critical: kitchen fire at Kazanchis, multiple units needed",Fire Force
Emergency! heart attack at the Bank,Medical/Hospital
Emergency: home invasion occurring at the Park,Police
"stabbing at Sarbet, immediate police response needed",Police
"poisoning reported at Adama Market, send medical help",Medical/Hospital
"Report of heart attack at Atlas area, medical team required",Medical/Hospital
"URGENT: armed robbery reported at the Fire Station, send officers",Police
"Report of identity theft at Bole Road, police dispatched",Police
"mugging in progress at Main Road, police needed",Police
"Active home invasion at the Stadium, need backup",Police
Flames visible: kitchen fire at the construction site,Fire Force
Need doctor for asthma attack at a private residence immediately,Medical/Hospital
Police assistance required for break-in at the School,Police
Law enforcement required for hit and run at CMC Condominium,Police
Fire emergency: vehicle fire at a private residence,Fire Force
Structure fire: kitchen fire at Mexico Square,Fire Force
"Report of confined space rescue at CMC Condominium, fire trucks needed",Fire Force
Emergency response needed for smoke investigation at Sarbet,Fire Force
Medical crisis: broken leg at Gerji,Medical/Hospital
Security incident: trespassing at a family home,Police
Crime alert: harassment at the Office,Police
Help! electrical fire at the Mosque,Fire Force
Call firefighters: house fire at Central Bank,Fire Force
Law enforcement required for mugging at Atlas area,Police
Emergency: vandalism occurring at a dormitory,Police
"URGENT: rubbish fire reported at CMC Condominium, send fire department",Fire Force
"animal bite reported at the Hospital gate, send medical help",Medical/Hospital
Smoke reported: hazmat incident at a villa,Fire Force
"harassment in progress at a villa, police needed",Police
Smoke reported: explosion at the Church,Fire Force
Emergency: robbery occurring at the Park,Police
Fire response required for attic fire at the Stadium,Fire Force
Someone is having drowning incident at the Fire Station,Medical/Hospital
Police needed immediately for shooting at the Church,Police
Fire response required for confined space rescue at Sarbet,Fire Force
"suspicious person in progress at the Bank, police needed",Police
"Report of allergic reaction at Adama Market, medical team required",Medical/Hospital
"choking incident reported at the Roundabout, send medical help",Medical/Hospital
Emergency response needed for brush fire at a local house,Fire Force
Smoke reported: balcony fire at CMC Condominium,Fire Force
"URGENT: head injury at the Mosque, send paramedics",Medical/Hospital
"URGENT: home invasion reported at an Apartment building, send officers",Police
Police assistance required for shooting at a private residence,Police
Hazardous situation: gas leak at Mexico Square,Fire Force
Flames visible: hazmat incident at Sarbet,Fire Force
Person suffering from eye injury at a dormitory,Medical/Hospital
Call firefighters: vehicle fire at Gerji,Fire Force
"Patient with cardiac arrest at the Roundabout, requires hospital transport",Medical/Hospital
FYI: simulation running,Other
Emergency response needed for chemical fire at the Main Factory,Fire Force
Just general inquiry,Other
"URGENT: basement fire reported at the School, send fire department",Fire Force
"trespassing at Kebele 06, immediate police response needed",Police
Person suffering from hypothermia at CMC Condominium,Medical/Hospital
"Person experiencing head injury at Kazanchis, need ambulance",Medical/Hospital
"Report of allergic reaction at Kebele 06, medical team required",Medical/Hospital
Hazardous situation: roof fire at the Fire Station,Fire Force
Need doctor for hypothermia at Train Station immediately,Medical/Hospital
"Witnessed harassment at the Stadium, send police",Police
"Person experiencing collapsed person at the Park, need ambulance",Medical/Hospital
"missing person at a villa, immediate police response needed",Police
"URGENT: chest pain at Bus Terminal, send paramedics",Medical/Hospital
Emergency response needed for apartment fire at Bus Terminal,Fire Force
Police assistance required for robbery at Train Station,Police
Need doctor for heart attack at the Park immediately,Medical/Hospital
Call police: carjacking happening at the School right now,Police
"severe headache reported at the Park, send medical help",Medical/Hospital
Emergency! hypothermia at a private residence,Medical/Hospital
Law enforcement required for vandalism at the Police Station,Police
"Witnessed armed robbery at a compound, send police",Police
Medical emergency: asthma attack reported at the local Pharmacy,Medical/Hospital
Structure fire: gas leak at the Main Factory,Fire Force
Help! eye injury occurring at Kazanchis,Medical/Hospital
Emergency: harassment occurring at Bole Road,Police
Quick ignore this,Other
"URGENT: assault reported at a local house, send officers",Police
"Report of explosion at the Main Factory, fire trucks needed",Fire Force
Person suffering from woman in labor at Mexico Square,Medical/Hospital
"Active car theft at the Main Factory, need backup",Police
Fire response required for smoke investigation at Train Station,Fire Force
Person suffering from hypothermia at Kebele 02,Medical/Hospital
Security incident: assault at the Fire Station,Police
Emergency: armed robbery occurring at Summit,Police
Medical emergency: collapsed person reported at the Bank,Medical/Hospital
Structure fire: confined space rescue at Sarbet,Fire Force
Someone is having broken leg at Piazza,Medical/Hospital
"Patient with eye injury at a residential building, requires hospital transport",Medical/Hospital
Help! car theft at the Fire Station,Police
Smoke reported: industrial fire at an Apartment building,Fire Force
"Report of forest fire at Sarbet, fire trucks needed",Fire Force
Fire emergency: wildfire at the Restaurant,Fire Force
Emergency! animal bite at Train Station,Medical/Hospital
Someone is having chest pain at the Main Factory,Medical/Hospital
"URGENT: apartment fire reported at Main Road, send fire department",Fire Force
Emergency medical assistance needed for back injury at the Bank,Medical/Hospital
Help! fuel spill at the University campus,Fire Force
Emergency! collapsed person at a compound,Medical/Hospital
Medical emergency: heat stroke reported at the Park,Medical/Hospital
Call police: fight happening at a family home right now,Police
"Critical: chemical fire at the Gas Station, multiple units needed",Fire Force
Need doctor for head injury at CMC Condominium immediately,Medical/Hospital
Security incident: carjacking at Kazanchis,Police
"vandalism at Summit, immediate police response needed",Police
"Patient with heat stroke at the Bridge, requires hospital transport",Medical/Hospital
Fire emergency: apartment fire at the School,Fire Force
"Person experiencing heart attack at the Gas Station, need ambulance",Medical/Hospital
"Critical: cardiac arrest at Central Bank, need doctor",Medical/Hospital
